Video ID,Uploader,Age,Category,Length,Views,Rate,Ratings,Comments
5XRL0ZvycYU,Pardalzenho,1146,People & Blogs,301,200,0,0,0
z0eXnRLtx78,bugbest,1146,People & Blogs,108,111,0,0,0
X2U-ZWKBtyc,whippetsrule1,1146,Film & Animation,154,45,0,0,0
Jw3PCz99XN4,dajamacanteen,1146,Entertainment,24,0,0,0,0
inLqEv-Ufng,BeoScape101,1146,Entertainment,157,31,1,1,0
72CXA6t7z2U,scasserra,1146,Entertainment,30,19,5,1,0
3Ltrrlp5tqs,tippeetoes,1146,People & Blogs,336,0,0,0,0
VpSijMTGOWk,Nannaroo17,1146,Pets & Animals,44,3,0,0,0
qn6ysSpjXhc,allaboutwushu,1146,Film & Animation,111,42,0,0,1
MhhKYPEagzA,lcasadog,1146,Film & Animation,184,6,0,0,0
E_zgH-eIb80,demonpanther15,1146,Film & Animation,198,30,0,0,0
Pq7QZxGByMU,Flavia2303,1146,People & Blogs,46,0,0,0,0
SeuetA3BDt4,KMpr0ducti0ns,1146,Comedy,92,0,0,0,0
DBfqtAFxRRA,BatteryReviver,1146,People & Blogs,86,0,0,0,0
hk3rlLHpRDU,BaitShopGurl,1146,Pets & Animals,107,0,0,0,0
_LALg5WaTEU,J3RRYZO3,1146,Entertainment,11,0,0,0,0
BCDNqezJ0bU,younglady19,1146,People & Blogs,218,0,0,0,0
P3fxYFgDNlA,trakcir,1146,Travel & Events,480,0,0,0,0
LrLKYe3s6x4,nitrouspaul,1146,Travel & Events,30,0,0,0,0
97a-RBGzLb4,pepepepepepe18,1146,Music,213,2,0,0,0
AYZMqdja27Y,saintmarley,1146,Sports,475,49,0,0,0
UCsU2CYhqiU,zerodeficitguitar,1146,Music,150,0,0,0,0
ngGCUbo818I,tefbendir,1146,Music,120,3,0,0,0
Jr6JE1EJLWo,chukiplac,1146,Music,3,4,0,0,0
r0A5lMEoAaM,MusicGoddess78,1146,Pets & Animals,178,31,0,0,0
vLUx4Qx-6Gk,moist27,1146,Music,70,0,0,0,0
Bv_fTwzTUdM,cavettbiter,1146,Entertainment,375,0,0,0,0
yRxfs9EIHZo,cornel213,1146,Entertainment,45,119,0,0,0
cXVe6pjGdKY,miksolomon,1146,Entertainment,259,0,0,0,0
ocXCzHyJ0Pw,chaoSchism,1146,People & Blogs,553,0,0,0,0
fTRIhExD5HM,memphisboogaloo,1146,People & Blogs,272,0,0,0,0
16juSESwwbU,avocadobravado,1146,Travel & Events,15,0,0,0,0
ZLkJxVDG2bw,anaemia1,1146,Music,428,3,0,0,0
lmkZ2_eBKPk,EvisuMatt,1146,Science & Technology,203,0,0,0,0
8j2ZGa0v_jM,EB51156,1146,Entertainment,168,0,0,0,0
YkmuKirE50U,infantplayboi,1146,Entertainment,87,2,0,0,0
jqZfY6sDTmQ,neji888,1146,Entertainment,96,0,0,0,0
TTGiYAPOnM4,mahbbg,1146,Comedy,146,120,0,0,0
nWcAAZBoSCY,NightmareTeeVee,1146,Music,276,0,0,0,0
5GJLhCjduls,swartzie79,1146,Music,231,0,0,0,0
wt-f3dgaSB4,NicoleOverdose123,1146,Entertainment,138,0,0,0,0
zN_yWANKato,stoaka,1146,Entertainment,467,0,0,0,0
W_k_Ino6Mus,maggot447,1146,Comedy,66,0,0,0,0
0zTVaCBAKlk,dejuanp,1146,People & Blogs,354,80,4.78,9,6
tarF5vz38LA,xperpetualmotion,1146,Music,177,0,0,0,0
0lzPhnd39V0,Ravenima,1146,Film & Animation,224,0,0,0,0
1Q9ZUQjpfjA,yeoyeoman,1146,Entertainment,260,0,0,0,0
Wdi0ciSiGSo,amc81,1146,Sports,105,0,0,0,0
rKW85nclx-s,Pepe1250,1146,Music,331,0,0,0,0
1_XbSy5xwkE,meinerz18,1146,Autos & Vehicles,8,0,0,0,0
wohX6oPjtds,pokemonmater98,1146,Science & Technology,40,0,0,0,0
gDOdGNX9AsY,FeliciaBrownTalks,1146,Entertainment,115,0,0,0,0
3PwdpIFJR8A,Leetsl,1146,Sports,163,0,0,0,0
QVW0Fa_X3Jk,Shattershell,1146,Music,292,2,0,0,0
TVzQY7taPm0,TlatoaniDogbert,1146,Education,600,0,0,0,0
Ckt9RjMM8q0,julesthekitten123,1146,Pets & Animals,220,0,0,0,0
jkbENwusc3c,kcoolbeans,1146,Music,424,1,0,0,0
nQ8nI8wtJuI,indigmatic,1146,Music,247,0,0,0,0
2drmTL9TNrQ,octotango,1146,Music,414,0,0,0,0
FmyXbUouLaI,vicboy2,1146,Music,213,0,0,0,0
yzkbu7YOzWY,lauta38,1146,Music,110,0,0,0,0
UrTrzsIxcXs,hanzpoo,1146,News & Politics,105,0,0,0,0
mwx7UXUsiiw,wowrocks286,1146,Comedy,626,0,0,0,0
tX8PzrzExC4,j0rquera,1146,Comedy,11,0,0,0,0
yGWXKs2H8Y0,ShadysBack123,1146,People & Blogs,356,0,0,0,0
DqoKxuwjNIc,lenswitty17,1146,Music,279,0,0,0,0
Ynqw1HYUDtM,johnmacca16,1146,Music,226,18,5,2,2
9KQtENLiKFI,KrissiePicksernose,1146,Entertainment,149,0,0,0,0
1vgsMTPlEyM,Blackluster01,1146,Entertainment,130,0,0,0,0
qMlRf-5GjxI,blacknigh,1146,Entertainment,51,13,0,0,0
MgVbVIcKcms,rendezv0usinyou,1146,People & Blogs,114,0,0,0,0
Lx7Vgx772mo,jlgm34,1146,Music,54,2,0,0,0
n7-Y7O4uzTE,pleuratt,1146,Music,110,0,0,0,0
_uAFoezRV5E,hereward42,1146,Music,405,0,0,0,0
hMUMknd9kqU,sidcortes,1146,Nonprofits & Activism,46,5,0,0,1
#NAME?,luckychucky7,1146,Entertainment,134,3,0,0,0
TER2wpaszN0,blondey653,1146,Comedy,17,2,0,0,0
efCHzmdpKg0,tobinlent,1146,People & Blogs,24,0,0,0,0
r4ol-Y1Fqps,PWEOfficial,1146,Comedy,85,58,0,0,1
UG7kpf_oLNc,Mozizle,1146,Comedy,17,0,0,0,0
TnM503hOyvg,fechi85,1146,People & Blogs,123,0,0,0,0
LIuRbTxnCUg,RaulCofrade,1146,Travel & Events,385,2,0,0,0
8MUAoRRTq6s,luuuulyy,1146,Comedy,10,66,0,0,0
9lqt12XIKVo,benshobbies,1146,Sports,574,9,0,0,1
fQFMv7Vsqx4,cowbellprod,1146,Music,258,0,0,0,0
rdf09JympZ0,gajits23,1146,Music,177,9,0,0,0
FEWyGHhF59A,jesseca33,1146,Music,24,6,0,0,0
s74M4TeKyiA,skilledcuer,1146,Nonprofits & Activism,44,0,0,0,0
kxgGv_gVOUY,kaedrich,1146,Education,293,2,0,0,0
VJ38G74LQHU,online7412,1146,People & Blogs,311,6,0,0,0
fKSKDv4VLuk,goanna40,1146,Music,18,0,0,0,0
vzpD6OogahQ,NeilCicierega,1147,Comedy,33,119847,4.71,3639,2207
4VI107AAIas,makemebad35,1146,Comedy,239,109159,4.67,2253,1911
3m3MQB3VBUY,Orangutane,1147,Entertainment,293,3998,4.36,25,1449
1IlD2U0dbns,dedicated2disney,1146,Entertainment,105,141557,4.69,1006,1565
nfUjfioAnKY,jay24oky,1146,Music,250,422629,4.35,1657,1578
TTBj54zpTu4,smpfilms,1147,Comedy,218,90132,4.58,2137,1402
rDzwESWb4Nk,Justinge3,1146,Entertainment,330,49640,4.45,1082,1376
kcdnlNZg2iM,ShutTheFreudUp,1146,News & Politics,543,37224,4.16,635,1403
Th4mXXBNV38,sxephil,1148,Entertainment,80,12124,4.69,1609,1222
lJV202TpGrY,machinima,1147,Entertainment,158,37838,4.84,1570,1040
ygmfqM0BIcg,ThePwnageNinja,1147,Entertainment,88,18063,4.71,666,838
apYitS1tRVU,VenetianPrincess,1147,Comedy,202,434456,4.23,1837,751
L9ff5WFFB_M,AssociatedPress,1147,News & Politics,52,62441,2.74,136,883
b8EHJ8yF-V4,zzz33333,1146,Comedy,154,1728,4.8,65,685
yBtENLwWJAw,Daxflame,1148,People & Blogs,101,13026,4.46,788,702
DoDO1_pFSJo,MondoMedia,1147,Film & Animation,105,188618,4.63,1551,701
bhV9gCGZGZY,machinima,1147,Entertainment,589,66028,4.8,910,642
lbVGe4t8okk,TayZonday,1146,Music,221,67717,3.77,831,650
aQE7nF7GHP0,WHATTHEBUCKSHOW,1148,Entertainment,287,14369,4.83,1647,644
Ussf3E-RSDQ,baovbo,1147,Entertainment,50,136851,4.02,105,600
c2nOTH-xfY8,SquiggMonster,1145,Comedy,245,15702,4.9,31,4628
3T60NaNPiMg,pangeaday,1144,Film & Animation,69,249342,4.44,1270,3261
ZsgR6c24zTM,learnyourhabitat,1142,Science & Technology,104,1224,5,3,2877
d8zp495k4m4,LisaNova,1146,People & Blogs,223,195465,4.17,1863,1803
KoLYtWUW5e0,nospam4artsnet,956,News & Politics,207,95125,3.63,358,399
la8glFqPp7w,canyoubounce,1146,Entertainment,31,633497,2.54,1439,341
eGo0UWNe2nU,PatrickBoivin,1134,Film & Animation,288,260996,4.71,2705,1729
AFV3VH5cmVU,chatcentertv,1146,Music,106,457,4.29,21,48
vLodPZwVqYM,atomicwedgietv,1133,Comedy,283,194020,4.6,685,714
M99LqaoNlqQ,TheAdrianQuihuis,1138,Comedy,33,232,5,1,1
dowButQCRlY,RikkiStormgren,1148,Film & Animation,219,71,5,2,0
tJhOwE9kVfU,JamesWorldStudios,1147,Comedy,114,125,5,1,0
EF1-_PW4KJs,dubcnn,1147,Music,384,219525,4.61,434,404
e1-Sfdj7MOQ,PanaFilm,1147,Film & Animation,72,177082,4.84,170,0
7keLYiv350Y,NBA,1147,Sports,135,172339,4.79,425,549
sN_LPTNQEqM,maryspeaks,1147,Nonprofits & Activism,407,123110,4.54,82,42
1h5HMnR69vQ,TheRetroNintendoGuy,1147,Music,272,102637,4.54,381,291
j5R9sNiNwc4,Mesthetic,1147,Music,246,80020,4.59,457,304
lOD0mzd1OsU,tunaflix2,1146,Entertainment,91,78733,3.45,173,203
CyGUcz3j8hU,as01ken,1146,Entertainment,59,77226,2.15,27,18
mVHWJ9jPYw8,maddoxaom,1147,Comedy,94,75940,4.74,436,187
XcamBm7cUE0,italiano28,1147,Entertainment,50,66049,3.87,53,192
PrMflfc_9Ms,hamroger44,1144,Film & Animation,41,1264782,3.34,546,757
MKV4xo9x4Pw,mls,1144,Sports,32,627672,3.87,825,1189
wj6iOIQLSrw,antena3,1143,Entertainment,50,502446,2.79,342,183
QTEntJfDFVw,HilariousVideosLol,1148,Comedy,280,8584,4.95,1310,294
ZvxnugtJOOk,ChesneyFan15,1147,Music,8,19957,4.8,219,262
P6zbI8L-1To,BBCSwitch,1147,Music,175,15686,4.86,173,281
ZqqY07OZWps,ushertv,1147,Music,376,18021,4.92,333,266
KV7VbjadyKk,SouljaBoy,1147,Comedy,279,61298,4.19,764,482
kuwy6G0DCjc,LeezeArray,1146,Entertainment,105,12146,4.94,163,267
5opc0CexDac,AddictedtoJonas23,1146,Entertainment,105,14741,4.87,195,232
z4GDhtv7FmM,somedia,1147,Music,111,7490,4.92,211,158
3MDEUq69V7o,carlosbull,1147,Music,240,20411,4.88,322,258
ZF7f5r1oDL8,AriannaGreer3272,1147,Music,309,869,4.58,507,2
OZCw0YGeTHs,wowhobbs,1146,Entertainment,568,26458,4.83,1427,450
4xDRBFElDf0,cutewithchris,1147,People & Blogs,274,18620,4.88,1161,349
3Dvk-wEiBdg,kevjumba,1148,Entertainment,299,247,4.9,1200,942
_Nbkbss7i5s,ImprovEverywhere,1147,Sports,235,45712,4.87,978,478
NGL9gCAiZmo,hotforwords,1147,Entertainment,184,37789,4.65,1018,466
4RU2vNzfIqw,Cinemassacre,1147,Entertainment,187,20332,4.91,798,285
HLu7174YrLk,ArtieTSMITW,1147,People & Blogs,600,9580,4.93,708,578
8Pg-HR2bmvU,salsera2984,1108,Music,231,84922,2.25,1244,1627
UVnolGbbGGE,RobinsMatt,1040,News & Politics,233,87294,3.76,791,698
juFtrJTVQaQ,FunBugs,1054,Music,191,37206,1.82,229,121
yU8QDDrDbnc,iowacaucuses,1043,News & Politics,193,25253,4.32,159,122
yzJuMEpZ8V0,Crystal33715,1139,Entertainment,87,4285,3.25,16,19
rLV6b8x2Z2o,samanthara0detj,1136,Music,269,206743,4.68,478,396
xDDAJh_f344,Amortisseurdave,1130,Entertainment,141,200539,1.88,72,45
M-vCaWBQ6Yk,lazytown14,1124,Film & Animation,11,2102,3.4,5,1
zoP3QZMKmTQ,homestylesports,1147,Sports,178,6427,3.34,47,52
YDnAbi2W4NY,LOuD,1147,Music,838,27809,2.33,3,2
MUk2enZgJDY,twilightvinculum,1147,Entertainment,33,16558,4.88,80,147
sE73J5aRoY4,Crystal33715,1139,Entertainment,48,5602,3.07,14,42
Z1xqm7gmBjs,cada420,1146,Howto & Style,184,73471,4.53,603,254
6mvAghOg0uY,kalamamama,1148,People & Blogs,231,135,0,0,0
t9I6pxHapdo,salvoast86,1148,Pets & Animals,168,52,0,0,0
9r3eXYvchrA,xorissy10,1148,Music,102,134,0,0,0
pX81FDGllvQ,afile0724,1148,Howto & Style,19,145,0,0,0
cm8xGk61U48,itouchhacker21,1148,Howto & Style,11,113,0,0,0
RVOl08yfzJI,Aska49,1148,Entertainment,171,166,5,1,1
5ro3pwapE3I,XxGgFcxX,1148,Entertainment,176,113,0,0,0
ompzY7qGs9w,FancyTieProductions,1148,Entertainment,46,128,0,0,0
c-0t_yL-W_4,agaston330,1148,Travel & Events,17,67,0,0,0
nxvHkGVcOlQ,ghurux7,1148,Sports,24,112,0,0,0
E77JP2tVTKA,musixxloverr,1148,Music,261,18,0,0,0
Qw7f0EhTkBY,Opal85h,1148,Film & Animation,61,3,0,0,0
CELuPMPmcz4,YouSelf6678,1148,Entertainment,599,9,0,0,0
jP_kYltOiwI,demonman153,1148,Entertainment,540,2,2,1,1
FrEmqESqUIo,AnokiSani,1148,People & Blogs,383,8,0,0,0
jWDaK84VnRw,MRClearance112,1148,Music,253,0,0,0,0
VMiYsETWUUI,tylerowentupper,1148,Education,325,1,0,0,0
ETM-jRKlu0E,ojoconel8,1148,Entertainment,28,0,0,0,0
wrlxlwaiNYQ,My2guns,1148,People & Blogs,255,0,0,0,0
NjQfkVgX5GI,pecador1988,1148,Music,100,118,0,0,0
MnpUTBcJD_A,michel8h,1148,Music,299,0,0,0,0
UFp1-EfC1lc,chrisofpurity,1148,Entertainment,220,1,0,0,0
iaZ3rZL3Y2s,marryjaneliu,1148,Entertainment,92,221,0,0,0
SpvE1FKztco,dweebette7755,1148,Entertainment,163,2,0,0,0
0KEJi6fMR7g,camaronasuh,1148,Travel & Events,20,0,0,0,0
S_FagBGVOwM,elinger000,1148,Sports,15,11,0,0,0
8OixQEY1yW4,rinonicholas,1148,Entertainment,48,1,0,0,0
6l_5APwYNTM,MillionaireMindset1,1148,Travel & Events,112,1,0,0,0
Y9uLiM_hp2Q,computerstuff4u,1148,Education,175,2,0,0,0
cVvdvYQrwds,dyezone,1148,People & Blogs,30,0,0,0,0
BOtCxAtTd-8,chrispimp8,1148,Comedy,12,0,0,0,0
zuwM6urSNpg,NETwerkSK8er,1148,People & Blogs,187,4,0,0,0
2s8imdKyhE0,garra1953,1148,Travel & Events,20,0,0,0,0
ADT93B9cN8k,LMcorporations,1148,People & Blogs,61,41,5,1,2
vbIm5X595Y4,BrSpirit,1148,People & Blogs,311,12,0,0,1
YylMggDaADM,dyguynho1,1148,Music,182,0,0,0,0
qWgPhlnCGk0,FabriciaPop,1148,Music,204,12,0,0,0
FYrIWFwjgkI,diedara117,1148,Film & Animation,163,10,0,0,0
gtCN4oGnQqk,amyjoywillems,1148,Comedy,48,7,0,0,0
3XdniUXZZZ8,SelmerSaxMan,1148,Music,154,0,0,0,0
hf7NwiDDJqE,WhatzNewProductions,1148,Music,55,0,0,0,0
VPNzLxwaHFU,maestrojandband,1148,Music,61,4,0,0,0
yFVD1x0D74k,TnDproductions666,1148,Howto & Style,50,0,0,0,0
RdXfUJGqD7E,irisia8,1148,News & Politics,5,0,0,0,0
Tl2C6Re3joU,CharlieBabyy08,1148,Entertainment,90,114,1,1,0
rBNlfwEEKi4,Dmmoore567,1148,Comedy,240,0,0,0,0
gaFs09ce2lk,Dyleilla,1148,Comedy,32,4,0,0,0
z5S2ZXZP72k,Cineboys,1148,People & Blogs,55,6,0,0,0
Up40_ggpijY,JamesLimborg,1148,Music,170,7,5,1,0
JWHbGuaICpg,spektros,1148,Music,332,13,0,0,0
4DYeYcuqmbI,LordofChaos187,1148,Autos & Vehicles,44,0,0,0,0
2sFmTSYuTqA,BlueChips100,1148,Education,130,1,0,0,0
53UmKV_A7Po,jpcrashproductions,1148,Entertainment,599,0,0,0,0
0plO3vOtVKw,GodfatherMontana,1148,Entertainment,291,1,0,0,0
_YIKGlH3iMY,Bobothehobocomics,1148,Comedy,22,1,0,0,0
uqZPx7_c_Rk,DaSergeon,1148,Comedy,588,0,0,0,0
LEAw121BkW4,guillermopatty,1148,Comedy,58,0,0,0,0
4lRxQyl0nUM,rvelteso,1148,Comedy,25,2,0,0,0
e_Wo2JgLYuI,Snakemade,1148,Sports,270,0,0,0,0
vqXRhi5DsTE,kimigodrewbot,1148,Sports,195,9,0,0,0
SRXkdq1jpZk,szainmujtaba,1148,Music,480,0,0,0,0
8dVQWNXEqHg,toripe1988,1148,Film & Animation,182,0,0,0,0
0wknPV-zf98,adrianocarao,1148,Education,493,0,0,0,0
Yyg-wdccnok,bcolleran07090,1148,Sports,25,6,0,0,0
kHNXWunRwDM,13Cyn13,1148,Sports,164,0,0,0,0
U8SxSAoyrSc,frostdread,1148,Entertainment,320,7,5,1,1
wcgxWQzCkCg,Nacho1987cr,1148,Entertainment,182,0,0,0,0
kFL4UuPzeR4,dkjklsdaf,1148,People & Blogs,161,0,0,0,0
gIOPYDm0VME,SouLessrapMYSPACE,1148,Music,241,0,0,0,0
1lmOEOt5zS4,HotPluto,1148,Film & Animation,25,0,0,0,0
zcytlGDSs_8,HuntMac21,1148,Entertainment,117,6,0,0,0
VsfDhyc6WTc,EllenPageismytrueluv,1148,Entertainment,132,36,0,0,0
WXjVJIuNpKs,UesleiAraujo,1148,Entertainment,16,0,0,0,0
1vX0p9debAo,franchunob,1148,Sports,53,0,0,0,0
9kOzdkoJAao,huntersdaddy012606,1148,Autos & Vehicles,28,10,0,0,0
TjZRo9ZWn7g,Snyper20,1148,Education,593,2,0,0,0
AbYY1-sl0Yg,dans30,1148,Music,66,0,0,0,0
mROVggX_F1E,yorszh,1148,Music,24,0,0,0,0
eLdkAT_q50U,pablolozano1,1148,Music,465,7,0,0,0
5oLIOOFOg4w,MountainMan505,1148,Autos & Vehicles,136,0,0,0,0
Xs48cUz4ZTY,lynnpromotions,1148,Education,17,0,0,0,0
jDa7oyHbgH0,jbrock185,1148,Entertainment,188,1,0,0,1
XDdkVzjh_ak,iguanada,1148,People & Blogs,630,0,0,0,0
ocqONyvMyhs,HVDT88,1148,People & Blogs,142,0,0,0,0
rzdQ0aZEZdg,TourFactory,1148,Travel & Events,205,0,0,0,0
hNdkytNT_E0,srvsteve,1148,Music,91,0,0,0,0
1tSCaTI-ZnI,leonardomattosrj,1148,People & Blogs,15,0,0,0,0
JRHpSKzVVxA,lpaddict711,1148,Film & Animation,229,10,5,1,1
X3BVKuYnsWQ,keepyourhandoffmyboy,1148,Film & Animation,46,0,0,0,0
#NAME?,barrettcope,1148,Education,253,2,0,0,0
pk08hvEaRHM,pinkpornstar1,1148,Howto & Style,308,3,0,0,1
2IaY6LsSuAs,parismenescal,1148,Music,135,0,0,0,0
bc7m0CwuHUA,EmperorProductions,1148,Film & Animation,35,0,0,0,0
oYghubn8FAE,gdem5,1148,Comedy,334,0,0,0,0
Cwn4BKoq5eU,CaTaLaNaYaRgEnTiNo,1148,People & Blogs,9,6,0,0,0
yxr9C7UE8R0,quatrun,1148,People & Blogs,322,0,0,0,0
MHfyIAh7B7I,zppatty,1148,Music,179,2,0,0,0
9YdnEvQcA14,Bohnett,1148,Entertainment,221,0,0,0,0
j7yMwUu6mwI,2008OperacionTriunfo,1148,Entertainment,102,19,0,0,1
2pM5q2T3pvg,ciclismocordoba,1148,Sports,20,3,0,0,0
AL5X1SuE_Xc,mileymandy,1150,Comedy,191,252546,4.36,3568,6022
FNMQHiHwSNM,nigahiga,1150,People & Blogs,215,264952,4.63,7427,5419
1805nDJ_Fns,smosh,1152,Comedy,339,55621,4.84,6054,5296
jYpwLvvglCw,sxephil,1151,Entertainment,259,93956,4.74,2691,2170
gOh4Sb7Hp2A,sora99252,1150,Entertainment,239,138458,3.7,361,2049
guoqTe3OqcM,machinima,1151,Entertainment,605,127120,4.78,2830,2048
KKc6POWvqmo,Studio1staff,1151,News & Politics,434,144360,4.61,1117,1734
CK-iZlGDvSg,itschriscrocker,1152,Comedy,179,42011,3.66,1668,1884
r3cHuyhSTjo,peron75,1151,Entertainment,353,23161,4.91,877,1596
w4FjL4HDS44,smpfilms,1151,Entertainment,126,86900,4.68,1706,1306
VMSRxKwbMdQ,AIfreak08,1150,Music,202,182185,4.83,1220,1322
XyE3IHWtmgo,mrfetch,1150,Entertainment,175,10366,1.41,917,1010
uLovielmndg,Justinge3,1151,Entertainment,374,22012,4.46,789,1003
BIWeEFV59d4,vstypicals,1150,Sports,55,189973,4.51,572,1001
2oqeO4Z7mTg,Krazzydude07,1150,People & Blogs,329,1076,4.8,10,877
aB7IhUQQtR4,DannyNoriega,1150,Comedy,125,26517,4.64,622,895
ppfoKA0CZ8o,toniCHRYSA,1151,Film & Animation,589,28407,4.92,571,837
JIoLOIEgLU8,SlamBody,1151,Science & Technology,94,1163,4,4,785
DWjA-2NfYIg,ThePwnageNinja,1151,Entertainment,53,34049,4.61,946,786
1Q7iYaAGm7M,Blunty3000,1150,News & Politics,310,13465,4.8,1081,749
HgrPHYcF5lI,almosty22,1148,Science & Technology,138,141474,2.54,208,28556
p48f0ZLQn9w,itschriscrocker,1149,Entertainment,180,654427,3.54,9208,17170
dpAZoH9vvB0,sxephil,1149,Entertainment,188,644921,4.77,8011,8182
Wg5GRCHJRZQ,JonasBrothersMusic,1150,Music,106,418459,4.71,4303,7518
AABBLmSfnPU,LCbabieee,1149,People & Blogs,136,965125,4.27,2915,4907
Xsoc4-QnplY,Monarex,1145,News & Politics,542,132614,4.83,3084,4513
bylGKZA67LI,forzaitaliavideo,1149,News & Politics,260,70791,2.28,2986,4032
AijbU1ORzvM,Justinge3,1148,Entertainment,89,204986,3.54,2057,4104
U1p0jO1EqGg,RepublicanRanting,1148,News & Politics,323,444945,4.53,1432,3930
chXEraRnE4o,stephane555,1149,Music,177,324885,4.61,1363,3546
f6T-OX_8kM8,jobros824599,1149,Entertainment,170,260784,3.46,1685,3526
V2lgK_gHRtY,derek9db,1151,Music,247,337,1,2,12
UaIHMspqMXQ,ladypenelope12345,1068,Entertainment,268,1733,5,7,15
TLKLkEeHV4k,dejuanp,1134,People & Blogs,326,313367,3.41,1847,4054
yURa9T0-Rjk,thecourtisopen,1150,Autos & Vehicles,53,1411120,4.52,2232,4447
y3Ni7U6N94I,werfreundehat,1128,People & Blogs,240,215,5,2,0
ip8ezpBBPIQ,cidlove,1152,People & Blogs,119,6594,4,4,5
EqWRZrupLrI,surfriderfoundation,1108,Nonprofits & Activism,60,263149,3.82,1248,1081
7S2JETWqKI0,hotbabestationde,1152,Autos & Vehicles,289,450,5,3,0
2tzgWP2Nqa0,gabebc,853,Film & Animation,214,107052,3.35,751,566
iTb4SDVXXnk,jasonspeaks,1150,People & Blogs,65,555,4.27,11,11
8fk20PonfJ0,MondoMedia,1150,Film & Animation,142,274249,4.62,2021,1484
ZjmwbJEBj38,mbwchampion,1096,Comedy,727,3307,4.74,50,31
ac9WbRFgotQ,OnlyOneRoad4Life,1152,Education,540,227,5,1,0
JYewtPwLq6k,AvQUIHUIS,1146,Comedy,79,172,5,2,3
eCL3C5nBqNg,mammamia1500,1151,Comedy,24,272243,1.77,896,389
Sc9PepjyDow,BarackObamadotcom,1151,News & Politics,225,196563,4.72,2285,670
BgD94l8yIXs,DIRECTORwizard,1151,News & Politics,150,145012,2.14,492,233
8_jjWbKoI_c,fieroguy10,1151,Music,246,85941,4.29,80,52
XKmQ8rox3lY,jedreport,1151,News & Politics,82,128949,3.7,227,550
71O8LzOWaWo,HellAirways,1152,News & Politics,624,34441,3.3,47,74
wWXdTpAti7o,NBA,1150,Sports,36,112538,4.7,391,442
IAZ6WWzU6e0,BestSubscriber,1150,Comedy,14,14170,1.53,199,269
CoETg2T5q1I,hepsidizi,1151,Entertainment,593,50355,4.94,78,22
5AEFH5Zm6Nc,DizimaxOrg,1150,Film & Animation,590,26528,4.71,14,6
mu4yeqyOpUc,NBA,1150,Sports,125,107214,4.79,312,388
w9ua0NeARV4,djwrekk1,1151,Music,185,94568,3.36,96,169
lnZSROAhBWs,AtheneWins,1148,People & Blogs,576,1177773,4.02,3069,2007
A6jCpllQZq0,AtheneWins,1150,People & Blogs,368,773305,3.97,2129,1431
uq9CTviJpe0,PeopleGettingOwned,1148,Comedy,30,617796,3.95,1340,1870
lKEVKsEh3kQ,hepsidizi,1150,Entertainment,470,416572,4.51,301,210
oiNe5k8SrUM,tapthattv,1149,News & Politics,272,589962,2.33,2400,1332
TdnzKgq-B6Y,sora99252,1148,Entertainment,164,520016,4.77,2470,2809
D5S61DAEsg4,Noureddine21,1149,Sports,74,481244,4.4,511,865
HWEEvjp1QFQ,KSicProduction,1150,Comedy,144,155749,3.92,1402,577
K5yFvkR5FdY,edwardbellanet,1151,Entertainment,182,21035,4.93,338,330
Zl1_nHwmmVg,Jospeh13312,1151,Music,201,2166,4.92,554,2
#NAME?,Jospeh13312,1151,Music,249,2131,4.9,530,6
XdMtOsQaauQ,unstoppablesgm,1150,Music,294,32328,4.86,311,318
XMTPH8lgJRE,Jospeh13312,1151,Music,231,1466,4.94,503,1
jZ87I3bYbSo,Jospeh13312,1151,Music,231,1577,4.96,478,1
dmV2blgs6x0,Jospeh13312,1151,Music,194,1756,4.95,485,4
kKdBMRgEjg0,NunOTheAbove,1151,Entertainment,445,13241,4.6,489,0
8a-FBSEFqcM,jonmchu,1150,Entertainment,326,21368,4.86,182,276
b53g7QmlHXg,SkyeSweetnamVideo,1151,Music,438,853,4.92,451,43
k4ahHIV0rQc,OPRAH,1149,Entertainment,83,308341,4.68,1555,1616
PFyO7k0JG4M,scytheboy,1148,Film & Animation,175,312357,4.37,2502,0
f8WFQLB9Gcg,OPRAH,1149,Entertainment,40,67759,4.76,572,428
XAbcgmwq3EU,SimplePlan,1148,Music,225,197985,4.85,1849,1289
eRc0LYKTGUc,OPRAH,1149,Entertainment,65,71285,4.8,528,341
pyWIqP0BUUQ,MarkDayComedy,1150,Comedy,178,9395,4.84,1312,220
NHAgooboQpA,hotforwords,1151,Entertainment,159,61519,4.69,1382,495
4G8dRMofHNs,awintzpp,1151,News & Politics,265,74666,4.85,1102,0
nm7HoaU3c1M,boh3m3,1151,Entertainment,423,13130,4.83,939,512
9CI2orp8EQc,Cinemassacre,1151,Entertainment,295,18504,4.91,850,417
0G5_dEi0w0I,FLuffeeTalks,1151,Comedy,152,17066,4.87,814,376
4ZUv7gXLbTo,NufffRespect,1151,Education,556,5962,4.74,759,264
x3ICy0EHp4E,fiveawesomeguys,1151,People & Blogs,150,11701,4.87,619,251
eHvawgzQsDo,WHATTHEBUCKSHOW,1150,Entertainment,338,93283,4.74,3471,1093
jWr5Wl-mev0,VOTERSTHINKdotORG,1149,News & Politics,303,118366,4.91,2096,2397
uiuQX-44m1E,ImaanFaith,1101,Music,248,153407,3.55,581,423
DLC9sbjrxJ0,LonelyPlanet,1148,Travel & Events,218,315868,3.16,549,490
